,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
975,BMW,2899.0,sedan,340,2.4,Diesel,yes,1988
976,BMW,19900.0,other,95,4.5,Petrol,yes,2005
977,Audi,51000.0,crossover,44,3.0,Diesel,yes,2014
978,Audi,81999.0,crossover,0,2.98,Diesel,yes,2016
979,BMW,9500.0,sedan,400,3.5,Gas,yes,1999
980,Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008
981,Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004
982,Volkswagen,18500.0,sedan,74,1.8,Petrol,yes,2011
983,Volkswagen,11200.0,van,200,2.5,Diesel,yes,2003
984,BMW,3099.0,sedan,320,2.0,Diesel,no,2000
985,Audi,27300.0,other,65,2.0,Petrol,yes,2011
986,Mitsubishi,9700.0,sedan,120,2.4,Gas,yes,2006
987,Mitsubishi,18900.0,crossover,127,3.0,Gas,yes,2008
988,Audi,33500.0,crossover,67,2.0,Petrol,yes,2011
989,Volkswagen,5500.0,van,400,1.9,Diesel,yes,1995
990,Volkswagen,5300.0,sedan,270,1.8,Gas,yes,1997
991,Toyota,25500.0,crossover,200,4.0,Petrol,yes,2007
992,Toyota,23660.0,crossover,125,3.5,Gas,yes,2013
993,Mitsubishi,5900.0,sedan,170,1.6,Petrol,yes,2007
994,Volkswagen,15900.0,sedan,150,2.0,Diesel,yes,2012
995,Mercedes-Benz,105999.0,crossover,0,2.98,Diesel,yes,2016
996,Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010
997,BMW,86999.0,crossover,0,3.0,Diesel,yes,2016
998,BMW,27800.0,sedan,170,2.0,Diesel,yes,2011
999,Volkswagen,9000.0,van,275,2.5,Diesel,yes,2002
1000,Toyota,12200.0,sedan,185,3.5,Petrol,yes,2008
1001,Toyota,5800.0,sedan,200,2.2,Petrol,yes,1999
1002,Volkswagen,14499.0,van,164,2.0,Diesel,yes,2013
1003,Audi,37000.0,other,170,3.0,Diesel,yes,2010
1004,Volkswagen,4500.0,hatch,199,1.8,Petrol,yes,1996
1005,Audi,6557.85,sedan,327,4.2,Gas,yes,2000
1006,Renault,6800.0,sedan,219,1.6,Gas,yes,2007
1007,BMW,37900.0,crossover,97,3.0,Diesel,yes,2010
1008,Audi,14200.0,sedan,176,3.0,Diesel,yes,2005
1009,Mitsubishi,9350.0,sedan,94,1.5,Gas,yes,2010
1010,Toyota,3100.0,hatch,283,1.3,Petrol,yes,1994
1011,Mitsubishi,8400.0,crossover,100,3.2,Diesel,yes,2011
1012,Audi,30650.0,vagon,35,2.0,Petrol,yes,2013
1013,Audi,8800.0,sedan,298,2.4,Gas,yes,1999
1014,Mitsubishi,7699.0,crossover,254,3.0,Petrol,yes,2002
1015,Renault,6400.0,van,136,1.5,Diesel,yes,2012
1016,Volkswagen,16200.0,hatch,44,1.4,Petrol,yes,2012
1017,Volkswagen,4100.0,sedan,88,1.8,Gas,yes,1993
1018,Mercedes-Benz,6800.0,sedan,235,2.2,Diesel,yes,1999
1019,Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012
1020,Toyota,13000.0,crossover,149,2.0,Petrol,yes,2006
1021,Toyota,6500.0,sedan,248,2.0,Petrol,yes,2001
1022,Audi,25500.0,vagon,181,3.0,Petrol,yes,2009
1023,Volkswagen,28000.0,crossover,132,2.0,Diesel,yes,2011
1024,Audi,3500.0,sedan,200,2.5,Diesel,no,2001
1025,Volkswagen,14899.0,van,165,2.0,Diesel,yes,2013
1026,BMW,3500.0,sedan,300,3.0,Diesel,no,1999
1027,BMW,3500.0,sedan,272,2.0,Diesel,yes,2000
1028,Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016
1029,Renault,9658.94,sedan,1,1.2,Petrol,yes,2016
1030,Volkswagen,13000.0,van,178,2.5,Diesel,yes,2007
1031,Toyota,8000.0,hatch,115,1.6,Petrol,yes,2007
1032,BMW,56500.0,crossover,1,2.0,Diesel,yes,2016
1033,Renault,9700.0,vagon,114,1.5,Diesel,yes,2012
1034,Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004
1035,Renault,9000.0,vagon,190,1.5,Diesel,yes,2009
1036,Volkswagen,17900.0,sedan,96,2.5,Petrol,yes,2013
1037,Volkswagen,10700.0,sedan,147,2.0,Petrol,yes,2007
1038,Mercedes-Benz,11600.0,sedan,186,3.2,Petrol,yes,2003
1039,Volkswagen,15000.0,van,275,2.5,Diesel,yes,2008
1040,Volkswagen,8350.0,hatch,200,1.4,Petrol,yes,2005
1041,Mercedes-Benz,7700.0,sedan,199,5.0,Petrol,yes,1996
1042,BMW,47000.0,other,5,2.0,Petrol,yes,2014
1043,Audi,72000.0,sedan,55,6.3,Petrol,yes,2012
1044,Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008
1045,Renault,11300.0,vagon,141,1.5,Diesel,yes,2013
1046,Toyota,8500.0,sedan,168,1.6,Petrol,yes,2008
1047,Mercedes-Benz,14490.0,vagon,212,2.2,Diesel,yes,2008
1048,Volkswagen,11999.0,van,176,2.0,Diesel,yes,2011
1049,Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997
1050,BMW,35500.0,crossover,33,2.0,Diesel,yes,2014
1051,Toyota,2800.0,other,421,1.3,Gas,yes,1988
1052,BMW,37976.25,sedan,0,2.0,Petrol,yes,2016
1053,Renault,10500.0,van,183,2.5,Diesel,yes,2006
1054,Toyota,74999.0,crossover,1,4.5,Diesel,yes,2016
1055,Renault,7300.0,van,125,1.5,Diesel,yes,2012
1056,Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007
1057,Mercedes-Benz,13600.0,van,199,2.2,Diesel,yes,2009
1058,Audi,5000.0,sedan,280,2.3,Gas,yes,1992
1059,Renault,12800.0,other,188,2.0,Diesel,yes,2008
1060,Volkswagen,12499.0,other,184,2.0,Diesel,yes,2012
1061,Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996
1062,Renault,7300.0,van,200,1.5,Diesel,yes,2007
1063,Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007
1064,Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004
1065,Audi,15900.0,hatch,160,1.4,Petrol,yes,2011
1066,Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010
1067,Toyota,16030.0,sedan,90,2.5,Gas,yes,2012
1068,BMW,28000.0,sedan,170,2.0,Diesel,yes,2011
1069,Audi,10700.0,vagon,222,2.5,Diesel,yes,2005
1070,Mercedes-Benz,7000.0,sedan,230,2.0,Gas,yes,2000
1071,Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008
1072,Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014
1073,Audi,8000.0,vagon,200,2.7,Diesel,yes,2006
1074,Mercedes-Benz,15400.0,sedan,260,2.2,Diesel,yes,2008
1075,Volkswagen,7650.0,sedan,325,1.8,Gas,yes,2003
1076,Mitsubishi,10600.0,crossover,52,2.0,Petrol,yes,2008
1077,Renault,8200.0,vagon,192,1.5,Diesel,yes,2010
1078,BMW,45000.0,sedan,29,2.0,Diesel,yes,2016
1079,Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001
1080,Mercedes-Benz,13200.0,van,217,3.7,Gas,yes,2005
1081,Volkswagen,11500.0,van,70,2.0,Diesel,yes,2013
1082,Volkswagen,12700.0,van,213,2.0,Diesel,yes,2012
1083,Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012
1084,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010
1085,Audi,15500.0,sedan,210,2.0,Diesel,yes,2008
1086,Mercedes-Benz,33000.0,crossover,109,2.2,Diesel,yes,2012
1087,BMW,6500.0,sedan,280,2.0,Petrol,yes,1997
1088,Volkswagen,2350.0,sedan,11,1.9,Other,no,2000
1089,Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007
1090,BMW,34500.0,other,160,3.0,Diesel,yes,2010
1091,Renault,12300.0,sedan,99,2.5,Petrol,yes,2011
1092,Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006
1093,BMW,75555.0,sedan,30,4.4,Petrol,yes,2014
1094,Toyota,12800.0,sedan,145,2.4,Petrol,yes,2008
1095,Mercedes-Benz,12800.0,other,360,2.2,Diesel,yes,2008
1096,Audi,6900.0,sedan,327,3.7,Petrol,yes,1997
1097,Volkswagen,17200.0,crossover,220,2.5,Diesel,yes,2006
1098,Renault,6800.0,sedan,87,1.4,Petrol,yes,2013
1099,Audi,14300.0,other,80,4.2,Petrol,yes,2004
1100,Volkswagen,11600.0,sedan,169,1.4,Gas,no,2013
1101,Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002
1102,BMW,77777.0,sedan,8,4.4,Petrol,yes,2014
1103,Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011
1104,Audi,42700.0,crossover,75,3.0,Diesel,yes,2013
1105,Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006
1106,Volkswagen,7300.0,hatch,117,1.4,Petrol,yes,2007
1107,Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016
1108,Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011
1109,Volkswagen,5900.0,sedan,217,2.3,Petrol,yes,1999
1110,Mercedes-Benz,2600.0,hatch,111,1.4,Petrol,no,1999
1111,Audi,2799.0,vagon,390,1.9,Diesel,no,1998
1112,Mitsubishi,21000.0,crossover,98,2.5,Diesel,yes,2011
1113,Audi,4999.0,sedan,231,1.9,Diesel,no,2002
1114,Volkswagen,6900.0,sedan,160,1.6,Petrol,yes,2003
1115,Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991
1116,Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011
1117,Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015
1118,Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008
1119,Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010
1120,Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014
1121,Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002
1122,BMW,7000.0,sedan,286,2.8,Petrol,yes,2001
1123,Volkswagen,35800.0,crossover,92,3.0,Diesel,yes,2011
1124,Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010
1125,BMW,23999.0,crossover,194,3.0,Petrol,yes,2007
1126,Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000
1127,Toyota,18200.0,crossover,146,2.7,Gas,yes,2006
1128,Audi,2450.0,vagon,325,2.5,Diesel,no,2000
1129,Audi,15800.0,hatch,123,1.4,Petrol,yes,2010
1130,Volkswagen,9400.0,vagon,176,1.9,Diesel,yes,2005
1131,Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005
1132,Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012
1133,Volkswagen,39615.0,sedan,0,2.0,Diesel,yes,2016
1134,Toyota,23300.0,crossover,40,2.0,Petrol,yes,2014
1135,Audi,2100.0,sedan,217,1.9,Diesel,no,1996
1136,Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988
1137,Volkswagen,6700.0,van,16,2.0,Diesel,yes,2005
1138,BMW,43163.25,crossover,0,2.0,Diesel,yes,2016
1139,Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013
1140,Toyota,29500.0,crossover,90,2.7,Gas,yes,2010
1141,Volkswagen,8200.0,sedan,258,1.9,Diesel,yes,2004
1142,Mercedes-Benz,10999.0,other,269,2.2,Diesel,yes,2006
1143,Renault,8299.0,sedan,19,1.2,Petrol,yes,2013
1144,Toyota,20500.0,sedan,105,2.5,Petrol,yes,2013
1145,Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012
1146,Toyota,17300.0,other,135,3.5,Gas,yes,2009
1147,Mercedes-Benz,18700.0,sedan,105,5.5,Petrol,yes,2006
1148,Toyota,13200.0,sedan,38,1.33,Petrol,yes,2014
1149,Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991
1150,Audi,55000.0,hatch,24,2.8,Other,yes,2014
1151,Toyota,20000.0,van,135,2.4,Gas,yes,2006
1152,Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993
1153,Mitsubishi,16900.0,other,120,3.0,Petrol,yes,2008
1154,Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012
1155,Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000
1156,Renault,12350.0,sedan,64,2.0,Gas,yes,2011
1157,Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996
1158,Toyota,30500.0,crossover,40,2.7,Petrol,yes,2011
1159,Mitsubishi,8800.0,sedan,105,2.0,Gas,yes,2008
1160,Audi,9700.0,sedan,249,2.5,Diesel,yes,2004
1161,BMW,63500.0,crossover,33,3.0,Petrol,yes,2015
1162,Mitsubishi,8900.0,sedan,96,2.0,Petrol,yes,2008
1163,Audi,1950.0,vagon,210,1.8,Gas,no,1996
1164,Audi,4400.0,sedan,190,2.5,Diesel,no,2003
1165,Toyota,12450.0,sedan,162,3.5,Gas,yes,2007
1166,Audi,3200.0,sedan,295,2.5,Diesel,no,2000
1167,Audi,12600.0,sedan,294,3.0,Gas,yes,2004
1168,Mercedes-Benz,4400.0,sedan,225,2.0,Gas,yes,1995
1169,Mercedes-Benz,3900.0,sedan,111,2.5,Diesel,yes,1989
1170,Volkswagen,8499.0,sedan,101,1.6,Petrol,yes,2012
1171,Mercedes-Benz,8000.0,other,230,2.2,Diesel,yes,2001
1172,Volkswagen,3500.0,hatch,250,1.9,Diesel,no,2000
1173,Audi,11900.0,sedan,195,2.4,Gas,yes,2005
1174,Toyota,24800.0,sedan,43,2.5,Gas,yes,2015
1175,Audi,3800.0,vagon,190,2.5,Diesel,no,2002
1176,Volkswagen,7500.0,van,230,1.9,Diesel,yes,2006
1177,BMW,8999.0,sedan,270,2.8,Petrol,yes,1998
1178,Volkswagen,5000.0,van,326,2.4,Diesel,yes,1995
1179,Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007
1180,Renault,4200.0,van,142,1.9,Diesel,yes,2007
1181,Mitsubishi,18000.0,crossover,160,3.2,Diesel,yes,2007
1182,Volkswagen,8500.0,van,220,2.5,Diesel,yes,2003
1183,Renault,3750.0,hatch,232,1.8,Petrol,yes,1997
1184,Volkswagen,9000.0,other,212,2.0,Gas,yes,2007
1185,Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001
1186,BMW,8400.0,sedan,297,2.2,Petrol,yes,2000
1187,Volkswagen,17000.0,van,157,2.0,Diesel,yes,2010
1188,Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991
1189,Mercedes-Benz,21300.0,crossover,114,4.7,Petrol,yes,2007
1190,BMW,16500.0,crossover,230,3.0,Gas,yes,2004
1191,Mercedes-Benz,7300.0,other,250,2.2,Diesel,yes,2005
1192,Mercedes-Benz,2300.0,sedan,300,3.0,Diesel,yes,1999
1193,BMW,8200.0,sedan,250,4.4,Petrol,yes,1997
1194,Audi,35000.0,sedan,61,2.8,Petrol,yes,2012
1195,Volkswagen,7800.0,vagon,193,1.9,Diesel,yes,2002
1196,Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008
1197,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014
1198,Renault,11900.0,other,173,2.0,Diesel,yes,2012
1199,Mercedes-Benz,3600.0,sedan,276,2.7,Diesel,no,2001
1200,Volkswagen,3399.0,sedan,201,1.8,Petrol,yes,1991
1201,BMW,2650.0,vagon,335,2.0,Petrol,no,2000
1202,Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007
1203,BMW,2550.0,vagon,312,2.5,Diesel,no,1999
1204,Mercedes-Benz,2550.0,vagon,367,3.2,Diesel,no,2000
1205,Audi,31700.0,sedan,32,1.8,Petrol,yes,2014
1206,Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015
1207,BMW,20500.0,crossover,285,4.8,Petrol,yes,2006
1208,Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002
1209,BMW,2500.0,vagon,250,2.5,Diesel,no,2000
1210,Mercedes-Benz,13200.0,van,182,2.2,Diesel,yes,2011
1211,Mercedes-Benz,31000.0,crossover,220,3.2,Diesel,yes,2008
1212,Audi,30900.0,vagon,118,2.0,Petrol,yes,2013
1213,Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003
1214,Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008
1215,Renault,8300.0,van,177,1.5,Diesel,yes,2007
1216,Audi,6900.0,sedan,360,2.5,Diesel,yes,1997
1217,BMW,69999.0,crossover,71,4.4,Petrol,yes,2011
1218,Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003
1219,Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010
1220,Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999
1221,Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011
1222,Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016
1223,Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007
1224,Renault,9999.0,van,185,1.5,Diesel,yes,2008
1225,Renault,8500.0,sedan,57,1.2,Gas,yes,2013
1226,Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997
1227,Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008
1228,Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011
1229,Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011
1230,Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007
1231,Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007
1232,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007
1233,Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001
1234,Audi,29800.0,crossover,151,3.0,Diesel,yes,2007
1235,Renault,3900.0,van,202,1.9,Diesel,yes,2001
1236,Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006
1237,Audi,17700.0,other,70,2.0,Petrol,yes,2009
1238,Toyota,9999.0,sedan,225,3.0,Gas,yes,2004
1239,Audi,25300.0,hatch,180,2.0,Diesel,yes,2011
1240,Audi,22500.0,vagon,175,2.0,Gas,yes,2010
1241,Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015
1242,Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007
1243,Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999
1244,Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999
1245,Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011
1246,BMW,12000.0,crossover,218,3.0,Diesel,no,2006
1247,Volkswagen,1800.0,other,280,1.9,Diesel,no,1997
1248,Audi,20500.0,sedan,106,1.8,Petrol,yes,2011
1249,Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014
1250,BMW,16800.0,sedan,154,3.0,Petrol,yes,2006
1251,BMW,8200.0,sedan,238,3.0,Diesel,no,2004
1252,Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011
1253,Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012
1254,Toyota,13250.0,sedan,96,2.4,Gas,yes,2008
1255,Toyota,6400.0,sedan,250,3.0,Gas,yes,1998
1256,Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008
1257,Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015
1258,Audi,2600.0,vagon,110,2.5,Diesel,no,2002
1259,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011
1260,Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015
1261,Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989
1262,Toyota,13900.0,sedan,139,2.4,Other,yes,2008
1263,BMW,12800.0,sedan,194,4.4,Gas,yes,2002
1264,Toyota,21200.0,crossover,135,4.0,Gas,yes,2007
1265,Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000
1266,Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007
1267,Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009
1268,BMW,9500.0,sedan,339,3.0,Diesel,yes,2001
1269,BMW,10700.0,sedan,243,3.0,Diesel,yes,2002
1270,Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012
1271,Mitsubishi,2400.0,hatch,350,2.0,Gas,yes,1989
1272,Renault,13300.0,other,132,1.5,Diesel,yes,2012
1273,BMW,34500.0,crossover,85,3.0,Petrol,yes,2010
1274,BMW,57000.0,other,20,3.5,Petrol,yes,2013
1275,Renault,7200.0,van,146,1.5,Diesel,yes,2012
1276,Toyota,23400.0,sedan,69,2.5,Gas,yes,2014
1277,Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014
1278,Volkswagen,4200.0,sedan,1,1.4,Petrol,yes,2012
1279,Mercedes-Benz,6200.0,other,340,2.4,Gas,yes,1998
1280,BMW,2900.0,sedan,225,2.5,Petrol,no,1997
1281,Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011
1282,Audi,16999.0,vagon,140,4.2,Petrol,yes,2007
1283,Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016
1284,Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011
1285,Renault,6650.0,vagon,227,1.5,Diesel,yes,2005
1286,Mercedes-Benz,9200.0,other,280,2.4,Petrol,yes,2003
1287,BMW,15300.0,sedan,250,2.5,Petrol,yes,2006
1288,Volkswagen,1450.0,van,100,1.6,Diesel,yes,1988
1289,Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005
1290,Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993
1291,BMW,12900.0,vagon,260,3.0,Diesel,yes,2004
1292,Toyota,33333.0,vagon,73,4.0,Gas,yes,2009
1293,Volkswagen,7200.0,hatch,127,1.39,Petrol,yes,2007
1294,BMW,77777.0,crossover,1,3.0,Diesel,yes,2014
1295,Mercedes-Benz,2300.0,hatch,175,1.4,Petrol,no,2000
1296,Volkswagen,13000.0,crossover,235,3.2,Gas,yes,2005
1297,Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993
1298,Renault,7999.0,van,92,1.5,Diesel,yes,2013
1299,Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005
1300,BMW,81000.0,sedan,23,4.4,Petrol,yes,2014
1301,BMW,3800.0,sedan,304,1.9,Gas,no,2000
1302,Audi,4400.0,sedan,340,2.8,Gas,yes,1992
1303,Audi,3150.0,vagon,320,2.5,Diesel,no,2002
1304,Volkswagen,10900.0,other,287,2.5,Other,yes,2004
1305,Audi,3050.0,vagon,250,2.5,Other,no,2001
1306,Volkswagen,30385.0,vagon,0,2.0,Diesel,yes,2014
1307,BMW,20999.0,crossover,170,4.8,Petrol,yes,2008
1308,Volkswagen,1500.0,sedan,255,1.9,Diesel,no,1998
1309,Toyota,8500.0,vagon,200,2.0,Petrol,yes,1999
1310,Toyota,9200.0,sedan,115,1.6,Gas,yes,2008
1311,Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011
1312,Renault,8100.0,van,206,1.9,Diesel,yes,2005
1313,Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010
1314,Renault,4900.0,van,218,1.5,Diesel,yes,2006
1315,Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001
1316,Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996
1317,Volkswagen,3600.0,sedan,320,1.8,Gas,yes,1989
1318,Toyota,24000.0,sedan,51,2.5,Gas,yes,2014
1319,Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008
1320,Mercedes-Benz,14500.0,other,315,5.0,Gas,yes,2004
1321,BMW,2299.0,sedan,200,1.8,Petrol,no,1999
1322,BMW,8900.0,sedan,234,3.5,Gas,yes,1999
1323,Audi,30500.0,vagon,152,3.0,Diesel,yes,2012
1324,Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002
1325,Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008
1326,Volkswagen,3300.0,sedan,200,1.8,Petrol,yes,1989
1327,Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007
1328,Renault,15200.0,other,173,2.3,Diesel,yes,2013
1329,Volkswagen,4950.0,vagon,290,1.8,Petrol,yes,1996
1330,Volkswagen,55500.0,crossover,36,3.0,Diesel,yes,2015
1331,Volkswagen,17900.0,van,188,2.5,Diesel,yes,2008
1332,Mercedes-Benz,5900.0,crossover,271,2.7,Diesel,no,2003
1333,Toyota,20500.0,crossover,225,4.7,Gas,yes,2003
1334,BMW,5000.0,other,300,1.8,Petrol,yes,1994
1335,Volkswagen,11500.0,van,100,2.0,Diesel,yes,2010
1336,Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000
1337,Mitsubishi,4800.0,sedan,247,2.0,Gas,yes,1998
1338,Renault,1550.0,vagon,235,2.0,Petrol,no,1998
1339,Mitsubishi,16000.0,crossover,147,2.5,Diesel,yes,2008
1340,Volkswagen,6400.0,van,312,2.5,Diesel,yes,2000
1341,BMW,5800.0,other,400,2.0,Petrol,yes,1998
1342,Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001
1343,Renault,4500.0,sedan,305,1.5,Diesel,yes,2004
1344,Renault,14200.0,crossover,83,2.0,Diesel,yes,2012
1345,BMW,71500.0,crossover,19,2.5,Diesel,yes,2015
1346,Audi,6200.0,sedan,200,1.8,Petrol,yes,2003
1347,Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010
1348,Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007
1349,Audi,7000.0,other,126,2.6,Petrol,yes,1998
1350,BMW,4500.0,sedan,230,4.0,Gas,yes,1994
1351,BMW,4800.0,vagon,400,2.5,Diesel,yes,1994
1352,Renault,11500.0,van,170,1.5,Diesel,yes,2012
1353,BMW,42000.0,crossover,33,2.0,Petrol,yes,2014
1354,Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007
1355,Volkswagen,9900.0,sedan,80,1.6,Petrol,yes,2011
1356,Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007
1357,Volkswagen,10600.0,other,140,2.0,Other,yes,2007
1358,Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008
1359,Renault,7499.0,van,123,1.5,Diesel,yes,2009
1360,Volkswagen,9999.0,hatch,118,1.2,Diesel,yes,2011
1361,Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013
1362,Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004
1363,Volkswagen,9200.0,hatch,127,1.6,Petrol,yes,2007
1364,Audi,3700.0,vagon,290,1.9,Diesel,no,2002
1365,BMW,26000.0,crossover,270,4.8,Petrol,yes,2008
1366,BMW,12950.0,sedan,268,4.0,Diesel,yes,2004
1367,Mitsubishi,15200.0,crossover,193,3.0,Gas,yes,2008
1368,Audi,62000.0,vagon,24,3.0,Diesel,yes,2015
1369,Toyota,68500.0,van,1,3.5,Petrol,yes,2016
1370,Volkswagen,2500.0,hatch,111,1.6,Gas,yes,1999
1371,Volkswagen,2600.0,other,296,1.9,Diesel,no,2000
1372,Mercedes-Benz,12250.0,van,300,2.2,Diesel,yes,2007
1373,Toyota,39900.0,crossover,94,4.0,Gas,yes,2010
1374,Volkswagen,1500.0,other,160,1.4,Petrol,no,1999
1375,Mercedes-Benz,3700.0,sedan,270,3.5,Petrol,no,2004
1376,BMW,8999.0,other,160,1.8,Petrol,yes,1997
1377,Mitsubishi,9900.0,other,200,2.5,Diesel,yes,2007
1378,Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005
1379,Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016
1380,Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009
